Co,County Name,AEA,Dist,Bldg,District Name,Building Name,PK,K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Building Total,Hispanic Male,Hispanic Female,Hispanic Total,Native American Male,Native American Female,Native American Total,Asian Male,Asian Female,Asian Total,Black Male,Black Female,Black Total,Pacific Islander Male,Pacific Islander Female,Pacific Islander Total,White Male,White Female,White Total,Multi-Race Male,Multi-Race Female,Multi-Race Total,Total Male,Total Female
82,Scott,09,1611,0463,Davenport,Hayes Elementary School,0,71,75,69,71,46,48,0,0,0,0,0,0,0,380,22,22,44,1,2,3,0,0,0,19,7,26,0,0,0,139,133,272,20,15,35,201,179
82,Scott,09,1611,0472,Davenport,Children's Village At Hoover,77,1,0,0,0,0,0,0,0,0,0,0,0,0,78,5,3,8,0,0,0,1,0,1,10,9,19,0,0,0,23,18,41,2,7,9,41,37
82,Scott,09,1611,0475,Davenport,Jackson Elementary School,17,79,59,57,62,48,55,0,0,0,0,0,0,0,377,20,12,32,0,0,0,2,1,3,30,17,47,0,0,0,142,121,263,20,12,32,214,163
82,Scott,09,1611,0481,Davenport,Jefferson Elementary School,0,82,79,52,72,59,64,0,0,0,0,0,0,0,408,72,63,135,1,1,2,6,1,7,68,82,150,0,0,0,48,32,80,18,16,34,213,195
82,Scott,09,1611,0499,Davenport,JB Young Elementary,0,15,12,14,20,8,10,0,0,0,0,0,0,0,79,1,7,8,0,1,1,2,0,2,19,23,42,0,0,0,6,12,18,5,3,8,33,46
82,Scott,09,1611,0508,Davenport,Madison Elementary School,0,75,75,68,77,65,70,0,0,0,0,0,0,0,430,26,19,45,2,4,6,2,1,3,78,62,140,0,0,0,99,86,185,23,28,51,230,200
82,Scott,09,1611,0526,Davenport,McKinley Elementary School,0,74,62,64,68,71,57,0,0,0,0,0,0,0,396,18,26,44,0,3,3,9,12,21,37,40,77,0,0,0,95,122,217,17,17,34,176,220
82,Scott,09,1611,0535,Davenport,Monroe Elementary School,0,96,82,92,69,78,71,0,0,0,0,0,0,0,488,63,69,132,0,2,2,3,7,10,52,48,100,1,0,1,108,104,212,17,14,31,244,244
82,Scott,09,1611,0573,Davenport,Harry S Truman School,37,65,67,63,64,64,58,0,0,0,0,0,0,0,418,18,24,42,1,1,2,4,8,12,47,42,89,0,0,0,108,122,230,24,19,43,202,216
82,Scott,09,1611,0576,Davenport,Walcott Elementary School,0,35,34,42,37,27,35,0,0,0,0,0,0,0,210,6,5,11,0,0,0,0,1,1,3,0,3,0,0,0,98,94,192,3,0,3,110,100
82,Scott,09,1611,0580,Davenport,Washington Elementary School,0,82,58,60,59,48,50,0,0,0,0,0,0,0,357,25,22,47,0,1,1,0,0,0,62,55,117,0,0,0,79,64,143,23,26,49,189,168
82,Scott,09,1611,0589,Davenport,Wilson Elementary School,0,97,95,94,83,85,89,0,0,0,0,0,0,0,543,37,29,66,0,1,1,10,10,20,57,38,95,0,0,0,156,151,307,23,31,54,283,260
82,Scott,09,1611,0801,Davenport,All Saints Catholic Preschool,52,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,5,7,0,0,0,0,2,2,1,2,3,0,0,0,22,16,38,1,1,2,26,26
82,Scott,09,1611,0806,Davenport,Friendly House Preschool,31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,7,13,0,0,0,0,0,0,5,0,5,0,0,0,5,5,10,0,3,3,16,15
82,Scott,09,1611,0816,Davenport,Head Start at United Grace Methodist,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,2,0,0,0,0,0,0,0,3,3,0,0,0,2,1,3,2,2,4,4,8
82,Scott,09,1611,0821,Davenport,Noah's Ark Blue Grass Preschool,28,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,11,27,0,0,0,16,12
82,Scott,09,1611,0826,Davenport,Head Start Terrace Bluff,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,4,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,1,0,1,6,2
82,Scott,09,1611,0831,Davenport,John F Kennedy Catholic Preschool,69,0,0,0,0,0,0,0,0,0,0,0,0,0,69,5,8,13,0,0,0,2,1,3,1,0,1,0,0,0,29,19,48,3,1,4,40,29
82,Scott,09,1611,0836,Davenport,Palmer YMCA Preschool,33,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,1,3,0,0,0,0,0,0,4,1,5,0,0,0,11,9,20,3,2,5,20,13
82,Scott,09,1611,0841,Davenport,St Alphonsus Preschool,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,8,7,15,0,1,1,10,9
82,Scott,09,1611,0846,Davenport,St. Ambrose Preschool,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,1,0,1,12,9
82,Scott,09,1611,0851,Davenport,St. Paul the Apostle Preschool Program,38,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,1,4,0,0,0,0,1,1,0,0,0,0,0,0,13,18,31,1,1,2,17,21
82,Scott,09,1611,0856,Davenport,Toddler's Morning Out Preschool,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17,0,0,0,10,7
82,Scott,09,1611,0866,Davenport,Trinity Lutheran Preschool,67,0,0,0,0,0,0,0,0,0,0,0,0,0,67,4,3,7,0,0,0,0,0,0,3,1,4,0,0,0,21,28,49,3,4,7,31,36
82,Scott,09,1611,0871,Davenport,United Neighbors Preschool,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,3,3,6,3,1,4,7,5
82,Scott,09,1611,0875,Davenport,Calvary Preschool Walcott,27,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23,0,1,1,12,15
82,Scott,09,1611,0877,Davenport,Growing Tree Preschool,33,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,21,8,29,0,0,0,23,10
82,Scott,09,1611,0879,Davenport,Positive Parenting at Trinity (PPAT),20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,2,0,0,0,0,0,0,2,1,3,0,0,0,8,2,10,2,3,5,14,6
82,Scott,09,1611,0881,Davenport,Quad Cities Child Development Ctr (QCCDC),14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,5,5,10,1,1,2,8,6
82,Scott,09,1611,0883,Davenport,Living Hope HeadStart,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,2,0,2,1,4,5,0,0,0,1,2,3,0,0,0,5,6
82,Scott,09,1611,0886,Davenport,Trinity Lutheran Preschool,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,3,2,5
82,Scott,09,1611,0961,Davenport,Children's Village West,197,1,0,0,0,0,0,0,0,0,0,0,0,0,198,18,9,27,0,0,0,12,2,14,28,14,42,0,0,0,69,31,100,9,6,15,136,62
82,Scott,09,1611,0962,Davenport,Children's Village Hayes,45,1,0,0,0,0,0,0,0,0,0,0,0,0,46,7,5,12,0,0,0,0,0,0,3,0,3,0,0,0,11,12,23,6,2,8,27,19
82,Scott,09,1611,0965,Davenport,Children's Village Buchanan,51,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,6,7,2,0,2,1,1,2,8,3,11,0,0,0,12,9,21,4,4,8,28,23
26,Davis,15,1619,0109,Davis County,Davis County Community High School,0,0,0,0,0,0,0,0,0,0,105,99,83,88,375,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,198,167,365,3,2,5,203,172
26,Davis,15,1619,0172,Davis County,Flex Ed High School,0,0,0,0,0,0,0,0,0,0,0,1,2,5,8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,0,0,4,4
26,Davis,15,1619,0421,Davis County,Davis County Elementary,49,107,104,104,87,78,0,0,0,0,0,0,0,0,529,5,6,11,3,3,6,0,0,0,0,1,1,0,0,0,250,254,504,4,3,7,262,267
26,Davis,15,1619,0428,Davis County,Davis County Middle School,0,0,0,0,0,0,82,94,80,100,0,0,0,0,356,1,6,7,1,2,3,0,0,0,1,0,1,0,0,0,159,178,337,2,6,8,164,192
26,Davis,15,1619,0801,Davis County,Davis County Daycare Center,18,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,13,19,0,0,0,6,14
96,Winneshiek,01,1638,0000,Decorah Community,Decorah Community School District,0,0,0,0,1,0,2,0,0,0,2,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,4,1
96,Winneshiek,01,1638,0109,Decorah Community,Decorah High School,0,0,0,0,0,0,0,0,0,0,157,147,156,157,617,7,8,15,1,0,1,1,5,6,1,1,2,0,0,0,313,276,589,3,1,4,326,291
96,Winneshiek,01,1638,0209,Decorah Community,Decorah Middle School,0,0,0,0,0,0,116,109,113,111,0,0,0,0,449,10,12,22,0,0,0,4,4,8,3,1,4,0,0,0,212,198,410,1,4,5,230,219
96,Winneshiek,01,1638,0409,Decorah Community,Carrie Lee Elementary,0,0,0,0,125,107,0,0,0,0,0,0,0,0,232,8,3,11,0,0,0,2,2,4,0,0,0,0,0,0,113,98,211,3,3,6,126,106
96,Winneshiek,01,1638,0440,Decorah Community,John Cline Elementary School,1,102,99,122,0,0,0,0,0,0,0,0,0,0,324,7,11,18,0,0,0,1,2,3,0,1,1,1,0,1,132,157,289,7,5,12,148,176
96,Winneshiek,01,1638,0463,Decorah Community,West Side Elementary School,41,29,0,0,0,0,0,0,0,0,0,0,0,0,70,6,1,7,1,1,2,0,0,0,0,0,0,0,0,0,37,22,59,2,0,2,46,24
96,Winneshiek,,1638,0802,Decorah Community,St. Benedict's Preschool,17,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18,0,0,0,7,11
96,Winneshiek,,1638,0803,Decorah Community,Sunflower Daycare Ctr,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,0,0,0,10,9
96,Winneshiek,,1638,0804,Decorah Community,Nisse Preschool,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18,0,0,0,7,11
96,Winneshiek,,1638,0805,Decorah Community,Kinderhouse Preschool,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,1,1,2,4
96,Winneshiek,,1638,0806,Decorah Community,NE IA Montessori School,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,4,6
23,Clinton,09,1675,0409,Delwood,Delwood Elementary School,27,28,28,21,20,17,12,15,0,0,0,0,0,0,168,0,5,5,0,0,0,0,1,1,2,2,4,0,1,1,74,75,149,5,3,8,81,87
24,Crawford,12,1701,0109,Denison,Denison High School,0,0,0,0,0,0,0,0,0,0,185,207,180,201,773,185,176,361,0,1,1,7,8,15,4,4,8,0,0,0,198,184,382,5,1,6,399,374
24,Crawford,12,1701,0118,Denison,Denison Alternative High School,0,0,0,0,0,0,0,0,0,0,8,11,12,11,42,5,3,8,0,1,1,1,1,2,2,9,11,0,0,0,16,4,20,0,0,0,24,18
24,Crawford,12,1701,0209,Denison,Denison Middle School,0,0,0,0,0,0,0,142,153,133,0,0,0,0,428,128,119,247,0,0,0,4,4,8,5,3,8,0,0,0,80,85,165,0,0,0,217,211
24,Crawford,12,1701,0409,Denison,Broadway Elementary School,0,0,0,0,0,127,169,0,0,0,0,0,0,0,296,92,104,196,0,0,0,3,3,6,4,0,4,0,0,0,45,42,87,1,2,3,145,151
24,Crawford,12,1701,0418,Denison,Denison Elementary School,104,192,150,149,153,0,0,0,0,0,0,0,0,0,748,282,254,536,0,1,1,6,3,9,10,7,17,0,0,0,105,80,185,0,0,0,403,345
09,Bremer,07,1719,0109,Denver,Denver Senior High School,0,0,0,0,0,0,0,0,0,0,62,44,55,57,218,2,1,3,0,0,0,0,1,1,0,0,0,0,0,0,111,100,211,1,2,3,114,104
09,Bremer,07,1719,0209,Denver,Denver Middle School,0,0,0,0,0,0,0,60,49,58,0,0,0,0,167,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,85,77,162,0,3,3,86,81
09,Bremer,07,1719,0309,Denver,K-5 Elementary School Lincoln Street Building,0,55,57,67,57,67,52,0,0,0,0,0,0,0,355,1,3,4,0,0,0,0,1,1,1,2,3,1,0,1,184,161,345,1,0,1,188,167
09,Bremer,07,1719,0418,Denver,Denver Early Elementary School,40,10,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,50,0,0,0,20,30
77,Polk,11,1737,0000,Des Moines Independent,Des Moines Independent Comm School District,333,1,0,0,0,0,0,2,1,4,4,6,5,7,363,48,28,76,0,0,0,9,5,14,38,35,73,0,0,0,101,67,168,18,14,32,214,149
77,Polk,11,1737,0109,Des Moines Independent,East High School,0,0,0,0,0,0,0,0,0,0,585,587,535,585,"2,292",326,322,648,8,5,13,96,89,185,162,169,331,1,2,3,464,488,952,80,80,160,"1,137","1,155"
77,Polk,11,1737,0114,Des Moines Independent,Hoover High School,0,0,0,0,0,0,0,0,0,0,252,244,238,295,"1,029",80,83,163,2,2,4,79,75,154,145,127,272,0,0,0,198,179,377,32,27,59,536,493
77,Polk,11,1737,0118,Des Moines Independent,Lincoln High School,0,0,0,0,0,0,0,0,0,0,525,554,510,557,"2,146",215,185,400,12,10,22,47,67,114,124,118,242,1,2,3,675,570,"1,245",73,47,120,"1,147",999
77,Polk,11,1737,0127,Des Moines Independent,North High School,0,0,0,0,0,0,0,0,0,0,299,301,285,301,"1,186",150,167,317,4,2,6,64,52,116,140,122,262,0,3,3,216,197,413,33,36,69,607,579
77,Polk,11,1737,0136,Des Moines Independent,Roosevelt High School,0,0,0,0,0,0,0,0,0,0,431,413,417,400,"1,661",94,81,175,3,1,4,26,49,75,170,191,361,1,1,2,438,494,932,57,55,112,789,872
77,Polk,11,1737,0154,Des Moines Independent,Gateway Secondary School,0,0,0,0,0,0,0,53,57,49,12,0,0,0,171,13,11,24,0,0,0,2,4,6,7,13,20,1,0,1,58,53,111,3,6,9,84,87
77,Polk,11,1737,0194,Des Moines Independent,Scavo Alternative High School,0,0,0,0,0,0,0,0,0,0,0,30,103,172,305,21,32,53,2,3,5,3,4,7,18,30,48,0,1,1,76,94,170,8,13,21,128,177
77,Polk,11,1737,0205,Des Moines Independent,Brody Middle School,0,0,0,0,0,0,0,227,241,234,0,0,0,0,702,51,40,91,3,1,4,14,11,25,46,50,96,0,0,0,233,215,448,20,18,38,367,335
77,Polk,11,1737,0209,Des Moines Independent,Callanan Middle School,0,0,0,0,0,0,0,198,229,199,0,0,0,0,626,60,62,122,0,0,0,21,14,35,108,127,235,2,1,3,100,85,185,15,31,46,306,320
77,Polk,11,1737,0227,Des Moines Independent,Goodrell Middle School,0,0,0,0,0,0,0,206,187,198,0,0,0,0,591,39,51,90,0,1,1,11,12,23,14,20,34,2,0,2,205,204,409,16,16,32,287,304
77,Polk,11,1737,0236,Des Moines Independent,Harding Middle School,0,0,0,0,0,0,0,245,194,180,0,0,0,0,619,76,88,164,0,2,2,45,24,69,73,88,161,0,0,0,92,82,174,22,27,49,308,311
77,Polk,11,1737,0245,Des Moines Independent,Hiatt Middle School,0,0,0,0,0,0,0,196,222,216,0,0,0,0,634,143,142,285,1,1,2,25,25,50,81,60,141,1,0,1,56,62,118,25,12,37,332,302
77,Polk,11,1737,0250,Des Moines Independent,Hoyt Middle School,0,0,0,0,0,0,0,180,153,185,0,0,0,0,518,64,53,117,0,0,0,14,11,25,23,26,49,0,0,0,167,134,301,12,14,26,280,238
77,Polk,11,1737,0266,Des Moines Independent,McCombs Middle School,0,0,0,0,0,0,0,243,216,205,0,0,0,0,664,103,74,177,3,4,7,12,14,26,39,42,81,0,1,1,170,158,328,25,19,44,352,312
77,Polk,11,1737,0269,Des Moines Independent,Meredith Middle School,0,0,0,0,0,0,0,207,249,210,0,0,0,0,666,60,57,117,1,3,4,54,51,105,82,82,164,0,0,0,119,119,238,19,19,38,335,331
77,Polk,11,1737,0272,Des Moines Independent,Merrill Middle School,0,0,0,0,0,0,0,219,240,199,0,0,0,0,658,33,24,57,1,1,2,5,15,20,57,35,92,2,1,3,225,211,436,21,27,48,344,314
77,Polk,11,1737,0281,Des Moines Independent,Weeks Middle School,0,0,0,0,0,0,0,232,220,237,0,0,0,0,689,125,96,221,0,2,2,43,31,74,65,43,108,0,3,3,135,99,234,20,27,47,388,301
77,Polk,11,1737,0427,Des Moines Independent,Capitol View Elementary School,52,102,86,99,89,75,82,0,0,0,0,0,0,0,585,152,146,298,2,1,3,13,9,22,36,46,82,1,0,1,79,67,146,13,20,33,296,289
77,Polk,11,1737,0435,Des Moines Independent,Carver Elementary,134,110,103,93,96,83,76,0,0,0,0,0,0,0,695,183,181,364,3,1,4,20,17,37,70,62,132,1,0,1,55,64,119,15,23,38,347,348
77,Polk,11,1737,0445,Des Moines Independent,Cattell Elementary School,0,82,66,55,79,63,63,0,0,0,0,0,0,0,408,79,78,157,1,0,1,19,20,39,39,36,75,0,0,0,66,47,113,7,16,23,211,197
77,Polk,11,1737,0463,Des Moines Independent,Cowles Elementary School,93,47,52,53,39,28,28,20,20,13,0,0,0,0,393,6,14,20,2,1,3,10,5,15,8,5,13,0,2,2,157,147,304,22,14,36,205,188
77,Polk,11,1737,0490,Des Moines Independent,Edmunds Fine Arts Academy,40,46,51,49,38,35,28,0,0,0,0,0,0,0,287,25,19,44,0,0,0,5,7,12,99,99,198,0,0,0,8,13,21,4,8,12,141,146
77,Polk,11,1737,0503,Des Moines Independent,Findley Elementary School,29,53,57,50,57,43,54,0,0,0,0,0,0,0,343,44,33,77,2,0,2,17,13,30,38,49,87,0,0,0,65,60,125,12,10,22,178,165
77,Polk,11,1737,0526,Des Moines Independent,Garton Elementary,0,119,95,83,99,88,79,1,0,0,0,0,0,0,564,86,80,166,1,4,5,33,19,52,51,56,107,2,0,2,113,92,205,15,12,27,301,263
77,Polk,11,1737,0553,Des Moines Independent,Greenwood Elementary School,0,75,85,65,80,75,66,0,0,0,0,0,0,0,446,40,32,72,0,0,0,13,6,19,47,57,104,0,2,2,110,96,206,24,19,43,234,212
77,Polk,11,1737,0562,Des Moines Independent,Hanawalt Elementary,0,59,62,62,58,55,56,0,0,0,0,0,0,0,352,17,14,31,0,0,0,7,3,10,37,28,65,0,0,0,119,104,223,16,7,23,196,156
77,Polk,11,1737,0571,Des Moines Independent,Hillis Elementary School,40,79,81,85,70,64,64,0,0,0,0,0,0,0,483,46,46,92,3,1,4,17,12,29,29,24,53,0,0,0,141,132,273,14,18,32,250,233
77,Polk,11,1737,0589,Des Moines Independent,Howe Elementary,0,72,46,45,51,45,38,0,0,0,0,0,0,0,297,29,32,61,1,0,1,3,8,11,20,24,44,1,1,2,77,67,144,20,14,34,151,146
77,Polk,11,1737,0598,Des Moines Independent,Hubbell Elementary,0,74,71,76,72,82,80,0,0,0,0,0,0,0,455,24,38,62,0,0,0,10,13,23,25,23,48,0,0,0,155,125,280,24,18,42,238,217
77,Polk,11,1737,0607,Des Moines Independent,Jackson Elementary School,0,74,69,64,78,63,65,0,0,0,0,0,0,0,413,68,66,134,2,0,2,18,24,42,28,31,59,0,0,0,82,64,146,16,14,30,214,199
77,Polk,11,1737,0616,Des Moines Independent,Jefferson Elementary School,0,72,72,72,72,72,72,0,0,0,0,0,0,0,432,20,16,36,2,0,2,4,5,9,4,6,10,0,0,0,165,192,357,5,13,18,200,232
77,Polk,11,1737,0620,Des Moines Independent,King Elementary School,0,77,68,61,46,43,40,0,0,0,0,0,0,0,335,43,55,98,1,0,1,12,9,21,87,74,161,0,1,1,17,18,35,6,12,18,166,169
77,Polk,11,1737,0647,Des Moines Independent,Lovejoy Elementary School,0,75,57,61,48,42,49,0,0,0,0,0,0,0,332,50,52,102,0,0,0,6,8,14,25,19,44,0,0,0,73,77,150,11,11,22,165,167
77,Polk,11,1737,0661,Des Moines Independent,Madison Elementary School,40,81,55,65,59,56,53,0,0,0,0,0,0,0,409,89,93,182,1,0,1,13,16,29,27,20,47,0,0,0,68,54,122,12,16,28,210,199
77,Polk,11,1737,0688,Des Moines Independent,McKee Elementary School,206,1,0,0,0,0,0,0,0,0,0,0,0,0,207,21,16,37,0,0,0,9,4,13,10,9,19,0,0,0,63,58,121,9,8,17,112,95
77,Polk,11,1737,0697,Des Moines Independent,McKinley Elementary School,13,50,61,62,55,46,45,1,0,0,0,0,0,0,333,65,57,122,1,0,1,26,20,46,16,32,48,1,0,1,54,47,101,3,11,14,166,167
77,Polk,11,1737,0706,Des Moines Independent,Mitchell Early Childhood Center,384,0,0,0,0,0,0,0,0,0,0,0,0,0,384,45,46,91,1,3,4,11,9,20,25,20,45,0,0,0,120,78,198,11,15,26,213,171
77,Polk,11,1737,0715,Des Moines Independent,Monroe Elementary School,0,113,97,92,78,72,81,0,0,0,0,0,0,0,533,73,87,160,2,1,3,22,26,48,94,93,187,0,0,0,60,46,106,15,14,29,266,267
77,Polk,11,1737,0733,Des Moines Independent,Moulton Elementary School,102,67,46,48,41,51,47,0,35,34,0,0,0,0,471,83,61,144,0,0,0,19,9,28,116,99,215,0,0,0,33,25,58,13,13,26,264,207
77,Polk,11,1737,0739,Des Moines Independent,Brubaker Elementary School,0,124,115,110,116,100,107,0,0,0,0,0,0,0,672,49,44,93,1,1,2,10,3,13,42,30,72,0,0,0,217,220,437,26,29,55,345,327
77,Polk,11,1737,0751,Des Moines Independent,Oak Park,0,79,65,64,69,67,55,0,0,0,0,0,0,0,399,39,44,83,1,0,1,10,8,18,40,40,80,1,0,1,89,87,176,22,18,40,202,197
77,Polk,11,1737,0760,Des Moines Independent,Park Ave Elementary School,0,89,83,73,73,83,71,0,0,0,0,0,0,0,472,48,39,87,1,0,1,8,8,16,23,30,53,0,2,2,129,151,280,18,15,33,227,245
77,Polk,11,1737,0769,Des Moines Independent,Perkins Elementary School,0,81,70,72,78,69,68,0,0,0,0,0,0,0,438,52,52,104,0,1,1,8,9,17,37,46,83,0,0,0,110,96,206,16,11,27,223,215
77,Polk,11,1737,0778,Des Moines Independent,Phillips Elementary,40,69,64,62,61,52,56,0,0,0,0,0,0,0,404,31,31,62,0,0,0,1,5,6,5,3,8,0,0,0,161,149,310,9,9,18,207,197
77,Polk,11,1737,0782,Des Moines Independent,Pleasant Hill Elementary School,40,46,50,47,43,37,49,0,0,0,0,0,0,0,312,13,13,26,0,2,2,3,3,6,7,3,10,2,0,2,116,132,248,7,11,18,148,164
77,Polk,11,1737,0790,Des Moines Independent,River Woods Elementary School,29,100,95,89,86,81,58,0,0,0,0,0,0,0,538,111,118,229,1,0,1,26,29,55,45,36,81,0,0,0,69,60,129,19,24,43,271,267
77,Polk,11,1737,0819,Des Moines Independent,Samuelson Elementary School,0,87,107,83,79,86,84,0,0,0,0,0,0,0,526,33,20,53,0,0,0,91,53,144,44,56,100,0,0,0,96,108,204,9,16,25,273,253
77,Polk,11,1737,0821,Des Moines Independent,Christ the King,34,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5,3,8,0,0,0,0,0,0,2,0,2,0,0,0,14,10,24,0,0,0,21,13
77,Polk,11,1737,0836,Des Moines Independent,Hispanic Educational Resource Center,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,11,18,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,8,12
77,Polk,11,1737,0841,Des Moines Independent,Holy Family,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,6,0,0,0,2,0,2,5,5,10,0,0,0,1,0,1,0,0,0,11,8
77,Polk,11,1737,0846,Des Moines Independent,Holy Trinity,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,3,0,0,0,1,2,3,0,0,0,0,0,0,20,11,31,1,2,3,25,15
77,Polk,11,1737,0850,Des Moines Independent,Smouse Opportunity School,54,3,14,12,16,21,21,11,0,0,0,0,0,0,152,22,4,26,0,0,0,5,6,11,30,8,38,0,0,0,47,22,69,6,2,8,110,42
77,Polk,11,1737,0851,Des Moines Independent,Oakridge,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,1,0,0,0,0,0,0,11,4,15,0,0,0,1,0,1,0,0,0,12,5
77,Polk,11,1737,0855,Des Moines Independent,South Union Elementary School,0,102,106,86,90,91,96,0,0,0,0,0,0,0,571,79,67,146,0,1,1,25,14,39,32,27,59,4,0,4,141,145,286,15,21,36,296,275
77,Polk,11,1737,0856,Des Moines Independent,St. Anthony's,38,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,5,12,0,0,0,1,1,2,3,1,4,0,0,0,13,6,19,1,0,1,25,13
77,Polk,11,1737,0859,Des Moines Independent,Stowe Elementary School,0,74,71,59,64,41,53,0,0,0,0,0,0,0,362,64,44,108,0,1,1,9,4,13,18,17,35,0,0,0,101,93,194,3,8,11,195,167
77,Polk,11,1737,0861,Des Moines Independent,St. Augustine's,29,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,10,14,24,2,0,2,13,16
77,Polk,11,1737,0863,Des Moines Independent,Studebaker Elementary School,31,80,64,59,79,73,61,0,0,0,0,0,0,0,447,41,46,87,1,0,1,0,9,9,22,28,50,1,0,1,133,142,275,9,15,24,207,240
77,Polk,11,1737,0866,Des Moines Independent,St. Joseph's,38,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,6,7,0,0,0,1,2,3,1,0,1,0,0,0,12,15,27,0,0,0,15,23
77,Polk,11,1737,0871,Des Moines Independent,St. Theresa,36,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,1,2,0,0,0,2,5,7,3,1,4,0,0,0,11,11,22,0,1,1,17,19
77,Polk,11,1737,0878,Des Moines Independent,Science Center of Iowa,63,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4,0,4,0,0,0,0,1,1,1,0,1,0,0,0,29,23,52,2,3,5,36,27
77,Polk,11,1737,0880,Des Moines Independent,Westminster Preschool,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,2,4,1,0,1,0,0,0,1,1,2,0,0,0,8,19,27,3,3,6,15,25
77,Polk,11,1737,0882,Des Moines Independent,Grace Methodist Preschool,60,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,2,2,0,0,0,0,1,1,6,1,7,0,0,0,20,22,42,3,5,8,29,31
77,Polk,11,1737,0886,Des Moines Independent,Morris Elementary School,0,106,125,91,91,107,97,0,0,0,0,0,0,0,617,132,106,238,1,2,3,13,15,28,29,24,53,0,0,0,137,135,272,13,10,23,325,292
77,Polk,11,1737,0904,Des Moines Independent,Willard Elementary School,28,81,76,86,59,64,60,0,0,0,0,0,0,0,454,68,76,144,1,2,3,5,8,13,38,31,69,0,0,0,112,89,201,12,12,24,236,218
77,Polk,11,1737,0913,Des Moines Independent,Windsor Elementary,0,82,69,64,65,69,76,0,0,0,0,0,0,0,425,32,37,69,0,1,1,34,22,56,45,45,90,0,0,0,95,87,182,11,16,27,217,208
